date,vehicle_number,mileage,failure_category,failure_name,symptoms,cost,repair_duration,daily_load
2022-06-02,BK4570CK,1138619,Electrical,Alternator Failure,Battery warning light,384.79,2,1018
2022-06-02,BK9057HC,845765,Engine,Radiator Failure,Overheating,1844.05,8,1461
2022-06-02,BK9057HC,845765,Electrical,Battery Failure,Engine won’t start,296.8,1,1461
2022-06-02,BK4570CK,1138619,Engine,Turbo Failure,Whistling noise,2601.2,10,1018
2022-06-03,BK4570CK,1139346,Transmission,Transmission Failure,Slipping gears,2973.29,19,1369
2022-06-03,BK4570CK,1139346,Suspension,Shock Absorber Failure,Bumpy ride,835.03,9,1369
2022-06-03,BK9057HC,846510,Engine,Engine Failure,Engine knocking,2191.97,23,992
2022-06-03,BK9057HC,846510,Transmission,Clutch Failure,Difficulty shifting,1005.52,4,992
2022-06-03,BK9057HC,846510,Brakes,Brake Line Failure,Brake warning light,578.89,3,992
2022-06-03,BK2218ET,693326,Transmission,Transmission Failure,Slipping gears,4611.5,20,1404
2022-06-03,BK2218ET,693326,Axle,Axle Failure,Vehicle stops,1663.11,21,1404
2022-06-03,BK2218ET,693326,Engine,Engine Failure,Engine knocking,3505.19,14,1404
2022-06-04,BK2218ET,694063,Axle,Differential Failure,Grinding noise,1003.48,10,855
2022-06-04,BK4570CK,1140073,Suspension,Shock Absorber Failure,Bumpy ride,437.88,6,544
2022-06-04,BK4570CK,1140073,Axle,Spring Breakage,Unusual noises,762.69,5,544
2022-06-04,BK4570CK,1140073,Transmission,Transmission Failure,Slipping gears,5132.69,25,544
2022-06-04,BK4570CK,1140073,Brakes,Brake Line Failure,Brake warning light,584.27,2,544
2022-06-04,BK9057HC,847255,Brakes,Brake Fluid Leak,Soft brake pedal,473.78,3,1448
2022-06-04,BK9057HC,847255,Brakes,Brake Pad Wear,Squeaking noise,298.27,2,1448
2022-06-04,BK9057HC,847255,Transmission,Clutch Failure,Difficulty shifting,1367.28,5,1448
2022-06-04,BK9057HC,847255,Axle,Axle Failure,Vehicle stops,2245.48,17,1448
2022-06-04,BK4570CK,1140073,Axle,Axle Failure,Vehicle stops,1790.94,18,544
2022-06-05,BK2218ET,694800,Electrical,Battery Failure,Engine won’t start,289.9,2,778
2022-06-05,BK2218ET,694800,Engine,Turbo Failure,Whistling noise,2969.59,13,778
2022-06-05,BK2218ET,694800,Brakes,Brake Pad Wear,Squeaking noise,180.86,2,778
2022-06-05,BK4570CK,1140800,Axle,Axle Failure,Vehicle stops,2013.77,18,1087
2022-06-06,BK2218ET,695537,Brakes,Brake Line Failure,Brake warning light,605.77,3,1445
2022-06-06,BK4570CK,1141527,Brakes,Brake Fluid Leak,Soft brake pedal,390.53,3,999
2022-06-06,BK9057HC,848745,Axle,Differential Failure,Grinding noise,1404.01,12,959
2022-06-06,BK9057HC,848745,Brakes,Brake Fluid Leak,Soft brake pedal,384.08,3,959
2022-06-06,BK2218ET,695537,Suspension,Ball Joint Failure,Clunking noise,236.27,3,1445
2022-06-07,BK4570CK,1142254,Engine,Engine Failure,Engine knocking,4193.06,27,1179
2022-06-07,BK2218ET,696274,Brakes,Brake Pad Wear,Squeaking noise,274.41,1,1125
2022-06-07,BK9057HC,849490,Engine,Oil Leak,Oil spots,753.52,5,1030
2022-06-07,BK9057HC,849490,Engine,Radiator Failure,Overheating,874.89,8,1030
2022-06-07,BK9057HC,849490,Axle,Spring Breakage,Unusual noises,647.3,3,1030
2022-06-07,BK9057HC,849490,Axle,Axle Failure,Vehicle stops,2729.28,19,1030
2022-06-07,BK2218ET,696274,Transmission,Gearbox Failure,Grinding noise,3952.68,16,1125
2022-06-08,BK9057HC,850235,Transmission,Clutch Failure,Difficulty shifting,1625.99,5,716
2022-06-08,BK9057HC,850235,Brakes,Brake Fluid Leak,Soft brake pedal,275.6,2,716
2022-06-08,BK9057HC,850235,Electrical,Battery Failure,Engine won’t start,114.38,1,716
2022-06-08,BK9057HC,850235,Electrical,Alternator Failure,Battery warning light,473.68,2,716
2022-06-08,BK2218ET,697011,Brakes,Brake Fluid Leak,Soft brake pedal,239.24,4,1347
2022-06-08,BK2218ET,697011,Axle,Axle Failure,Vehicle stops,2483.36,14,1347
2022-06-08,BK9057HC,850235,Suspension,Shock Absorber Failure,Bumpy ride,645.42,6,716
2022-06-08,BK2218ET,697011,Brakes,Brake Pad Wear,Squeaking noise,191.83,2,1347
2022-06-08,BK4570CK,1142981,Electrical,Starter Motor Failure,Clicking noise,214.62,1,1480
2022-06-08,BK4570CK,1142981,Brakes,Brake Fluid Leak,Soft brake pedal,406.47,4,1480
2022-06-08,BK4570CK,1142981,Axle,Spring Breakage,Unusual noises,759.15,5,1480
2022-06-09,BK4570CK,1143708,Brakes,Brake Pad Wear,Squeaking noise,268.92,1,1359
2022-06-09,BK2218ET,697748,Engine,Turbo Failure,Whistling noise,2967.77,13,1290
2022-06-09,BK2218ET,697748,Engine,Oil Leak,Oil spots,1076.9,7,1290
2022-06-09,BK2218ET,697748,Brakes,Brake Fluid Leak,Soft brake pedal,348.03,3,1290
2022-06-09,BK4570CK,1143708,Electrical,Battery Failure,Engine won’t start,271.18,2,1359
2022-06-09,BK4570CK,1143708,Engine,Engine Failure,Engine knocking,3250.64,16,1359
2022-06-10,BK4570CK,1144435,Engine,Turbo Failure,Whistling noise,1816.52,11,564
2022-06-10,BK4570CK,1144435,Engine,Radiator Failure,Overheating,1020.39,8,564
2022-06-10,BK4570CK,1144435,Axle,Axle Failure,Vehicle stops,2232.32,14,564
2022-06-10,BK4570CK,1144435,Engine,Engine Failure,Engine knocking,4267.26,14,564
2022-06-10,BK9057HC,851725,Engine,Radiator Failure,Overheating,1254.26,9,1488
2022-06-10,BK9057HC,851725,Axle,Differential Failure,Grinding noise,1771.88,12,1488
2022-06-10,BK2218ET,698485,Brakes,Brake Pad Wear,Squeaking noise,192.91,2,591
2022-06-10,BK4570CK,1144435,Axle,Differential Failure,Grinding noise,1686.19,8,564
2022-06-10,BK9057HC,851725,Engine,Oil Leak,Oil spots,1449.13,5,1488
2022-06-11,BK9057HC,852470,Axle,Differential Failure,Grinding noise,1612.98,13,677
2022-06-11,BK9057HC,852470,Brakes,Brake Fluid Leak,Soft brake pedal,453.59,2,677
2022-06-11,BK9057HC,852470,Suspension,Shock Absorber Failure,Bumpy ride,476.62,10,677
2022-06-11,BK4570CK,1145162,Transmission,Transmission Failure,Slipping gears,5764.13,22,615
2022-06-11,BK2218ET,699222,Suspension,Ball Joint Failure,Clunking noise,414.53,3,1195
2022-06-11,BK2218ET,699222,Electrical,Alternator Failure,Battery warning light,494.99,1,1195
2022-06-11,BK2218ET,699222,Axle,Differential Failure,Grinding noise,1239.9,10,1195
2022-06-11,BK4570CK,1145162,Engine,Oil Leak,Oil spots,1311.63,5,615
2022-06-11,BK4570CK,1145162,Axle,Spring Breakage,Unusual noises,717.67,2,615
2022-06-11,BK4570CK,1145162,Electrical,Starter Motor Failure,Clicking noise,319.21,2,615
2022-06-11,BK2218ET,699222,Engine,Engine Failure,Engine knocking,3170.15,23,1195
2022-06-12,BK2218ET,699959,Brakes,Brake Pad Wear,Squeaking noise,222.92,1,817
2022-06-12,BK2218ET,699959,Engine,Turbo Failure,Whistling noise,2319.0,9,817
2022-06-12,BK9057HC,853215,Brakes,Brake Fluid Leak,Soft brake pedal,278.95,5,1221
2022-06-12,BK9057HC,853215,Electrical,Starter Motor Failure,Clicking noise,226.32,1,1221
2022-06-12,BK2218ET,699959,Brakes,Brake Fluid Leak,Soft brake pedal,309.58,4,817
2022-06-12,BK4570CK,1145889,Brakes,Brake Pad Wear,Squeaking noise,222.98,1,1413
2022-06-12,BK4570CK,1145889,Electrical,Alternator Failure,Battery warning light,346.26,2,1413
2022-06-12,BK4570CK,1145889,Axle,Differential Failure,Grinding noise,1318.53,13,1413
2022-06-13,BK9057HC,853960,Brakes,Brake Pad Wear,Squeaking noise,182.77,1,1361
2022-06-13,BK2218ET,700696,Axle,Axle Failure,Vehicle stops,2345.33,16,1127
2022-06-13,BK2218ET,700696,Axle,Differential Failure,Grinding noise,1290.32,9,1127
2022-06-13,BK2218ET,700696,Transmission,Transmission Failure,Slipping gears,3030.16,23,1127
2022-06-13,BK2218ET,700696,Brakes,Brake Pad Wear,Squeaking noise,207.42,2,1127
2022-06-13,BK2218ET,700696,Electrical,Battery Failure,Engine won’t start,212.16,2,1127
2022-06-13,BK9057HC,853960,Electrical,Alternator Failure,Battery warning light,200.87,2,1361
2022-06-13,BK9057HC,853960,Electrical,Battery Failure,Engine won’t start,223.3,2,1361
2022-06-13,BK4570CK,1146616,Axle,Spring Breakage,Unusual noises,731.05,3,516
2022-06-13,BK4570CK,1146616,Engine,Turbo Failure,Whistling noise,1623.48,11,516
2022-06-13,BK4570CK,1146616,Brakes,Brake Pad Wear,Squeaking noise,291.25,2,516
2022-06-13,BK4570CK,1146616,Electrical,Battery Failure,Engine won’t start,133.96,2,516
2022-06-13,BK4570CK,1146616,Electrical,Alternator Failure,Battery warning light,230.01,3,516
2022-06-14,BK9057HC,854705,Engine,Oil Leak,Oil spots,1290.53,5,670
2022-06-14,BK9057HC,854705,Axle,Spring Breakage,Unusual noises,437.86,3,670
2022-06-14,BK9057HC,854705,Brakes,Brake Pad Wear,Squeaking noise,165.6,2,670
2022-06-14,BK9057HC,854705,Electrical,Battery Failure,Engine won’t start,155.75,1,670
2022-06-14,BK4570CK,1147343,Electrical,Battery Failure,Engine won’t start,122.8,1,915
2022-06-14,BK2218ET,701433,Axle,Spring Breakage,Unusual noises,474.36,4,789
2022-06-14,BK2218ET,701433,Engine,Engine Failure,Engine knocking,2957.69,26,789
2022-06-14,BK4570CK,1147343,Brakes,Brake Line Failure,Brake warning light,355.21,3,915
2022-06-14,BK2218ET,701433,Brakes,Brake Pad Wear,Squeaking noise,233.7,1,789
2022-06-14,BK4570CK,1147343,Axle,Axle Failure,Vehicle stops,2461.85,16,915
2022-06-15,BK9057HC,855450,Brakes,Brake Pad Wear,Squeaking noise,219.04,1,1427
2022-06-15,BK9057HC,855450,Transmission,Gearbox Failure,Grinding noise,2148.77,13,1427
2022-06-15,BK9057HC,855450,Axle,Spring Breakage,Unusual noises,549.4,5,1427
2022-06-15,BK9057HC,855450,Axle,Axle Failure,Vehicle stops,2569.45,18,1427
2022-06-15,BK2218ET,702170,Axle,Axle Failure,Vehicle stops,1923.97,16,914
2022-06-15,BK4570CK,1148070,Electrical,Battery Failure,Engine won’t start,129.34,2,500
2022-06-15,BK4570CK,1148070,Brakes,Brake Line Failure,Brake warning light,479.86,3,500
2022-06-15,BK4570CK,1148070,Brakes,Brake Pad Wear,Squeaking noise,184.49,2,500
2022-06-16,BK2218ET,702907,Brakes,Brake Pad Wear,Squeaking noise,194.7,2,1138
2022-06-16,BK2218ET,702907,Axle,Differential Failure,Grinding noise,1971.47,13,1138
2022-06-16,BK9057HC,856195,Engine,Radiator Failure,Overheating,1281.92,8,568
2022-06-16,BK9057HC,856195,Brakes,Brake Pad Wear,Squeaking noise,168.01,1,568
2022-06-16,BK4570CK,1148797,Brakes,Brake Pad Wear,Squeaking noise,247.91,2,597
2022-06-16,BK9057HC,856195,Axle,Differential Failure,Grinding noise,1960.94,7,568
2022-06-17,BK9057HC,856940,Engine,Engine Failure,Engine knocking,2644.33,23,882
2022-06-17,BK9057HC,856940,Engine,Turbo Failure,Whistling noise,1834.64,14,882
2022-06-17,BK9057HC,856940,Axle,Axle Failure,Vehicle stops,2485.22,19,882
2022-06-17,BK9057HC,856940,Brakes,Brake Pad Wear,Squeaking noise,176.77,2,882
2022-06-17,BK4570CK,1149524,Suspension,Ball Joint Failure,Clunking noise,227.61,2,500
2022-06-17,BK4570CK,1149524,Electrical,Starter Motor Failure,Clicking noise,357.81,2,500
2022-06-17,BK4570CK,1149524,Engine,Engine Failure,Engine knocking,3124.13,25,500
2022-06-17,BK2218ET,703644,Brakes,Brake Fluid Leak,Soft brake pedal,382.51,4,905
2022-06-18,BK9057HC,857685,Transmission,Clutch Failure,Difficulty shifting,834.82,4,572
2022-06-18,BK9057HC,857685,Electrical,Battery Failure,Engine won’t start,193.07,1,572
2022-06-18,BK2218ET,704381,Electrical,Battery Failure,Engine won’t start,264.11,1,852
2022-06-18,BK2218ET,704381,Brakes,Brake Pad Wear,Squeaking noise,250.49,2,852
2022-06-18,BK4570CK,1150251,Engine,Oil Leak,Oil spots,1164.77,6,700
2022-06-18,BK4570CK,1150251,Suspension,Shock Absorber Failure,Bumpy ride,726.46,7,700
2022-06-18,BK4570CK,1150251,Suspension,Ball Joint Failure,Clunking noise,401.01,4,700
2022-06-19,BK9057HC,858430,Engine,Engine Failure,Engine knocking,3772.77,24,712
2022-06-19,BK4570CK,1150978,Engine,Turbo Failure,Whistling noise,2649.99,12,636
2022-06-19,BK4570CK,1150978,Axle,Axle Failure,Vehicle stops,1781.82,15,636
2022-06-19,BK4570CK,1150978,Electrical,Battery Failure,Engine won’t start,129.83,1,636
2022-06-19,BK9057HC,858430,Transmission,Clutch Failure,Difficulty shifting,2381.33,4,712
2022-06-19,BK9057HC,858430,Brakes,Brake Fluid Leak,Soft brake pedal,410.39,2,712
2022-06-19,BK9057HC,858430,Electrical,Battery Failure,Engine won’t start,277.76,1,712
2022-06-19,BK9057HC,858430,Electrical,Alternator Failure,Battery warning light,426.04,3,712
2022-06-19,BK9057HC,858430,Electrical,Starter Motor Failure,Clicking noise,349.28,1,712
2022-06-20,BK9057HC,859175,Suspension,Ball Joint Failure,Clunking noise,566.26,2,563
2022-06-20,BK9057HC,859175,Electrical,Battery Failure,Engine won’t start,272.22,2,563
2022-06-20,BK9057HC,859175,Transmission,Transmission Failure,Slipping gears,4682.83,18,563
2022-06-20,BK4570CK,1151705,Brakes,Brake Pad Wear,Squeaking noise,171.13,2,1326
2022-06-20,BK4570CK,1151705,Engine,Radiator Failure,Overheating,978.89,6,1326
2022-06-20,BK4570CK,1151705,Engine,Oil Leak,Oil spots,1060.33,6,1326
2022-06-20,BK4570CK,1151705,Engine,Engine Failure,Engine knocking,2039.74,28,1326
2022-06-20,BK9057HC,859175,Axle,Axle Failure,Vehicle stops,2847.62,20,563
2022-06-20,BK2218ET,705855,Transmission,Clutch Failure,Difficulty shifting,2323.99,4,1306
2022-06-20,BK2218ET,705855,Axle,Axle Failure,Vehicle stops,1680.48,19,1306
2022-06-21,BK9057HC,859920,Brakes,Brake Pad Wear,Squeaking noise,156.54,2,1114
2022-06-21,BK4570CK,1152432,Suspension,Ball Joint Failure,Clunking noise,326.86,3,1407
2022-06-21,BK2218ET,706592,Suspension,Ball Joint Failure,Clunking noise,247.59,3,1076
2022-06-21,BK2218ET,706592,Transmission,Gearbox Failure,Grinding noise,3438.46,16,1076
2022-06-21,BK9057HC,859920,Engine,Turbo Failure,Whistling noise,2359.89,8,1114
2022-06-22,BK2218ET,707329,Axle,Axle Failure,Vehicle stops,1512.4,15,1054
2022-06-22,BK9057HC,860665,Engine,Engine Failure,Engine knocking,2478.24,22,1140
2022-06-22,BK2218ET,707329,Electrical,Alternator Failure,Battery warning light,428.2,2,1054
2022-06-22,BK2218ET,707329,Axle,Differential Failure,Grinding noise,1013.18,12,1054
2022-06-22,BK4570CK,1153159,Electrical,Battery Failure,Engine won’t start,130.69,1,1483
2022-06-22,BK4570CK,1153159,Brakes,Brake Fluid Leak,Soft brake pedal,211.46,5,1483
2022-06-22,BK9057HC,860665,Engine,Turbo Failure,Whistling noise,2364.55,13,1140
2022-06-22,BK9057HC,860665,Transmission,Clutch Failure,Difficulty shifting,2400.37,3,1140
2022-06-22,BK4570CK,1153159,Axle,Spring Breakage,Unusual noises,733.07,4,1483
2022-06-22,BK4570CK,1153159,Electrical,Starter Motor Failure,Clicking noise,205.38,2,1483
2022-06-23,BK4570CK,1153886,Engine,Turbo Failure,Whistling noise,2563.76,7,879
2022-06-23,BK4570CK,1153886,Transmission,Transmission Failure,Slipping gears,2745.76,18,879
2022-06-23,BK4570CK,1153886,Brakes,Brake Fluid Leak,Soft brake pedal,471.8,4,879
2022-06-23,BK2218ET,708066,Engine,Radiator Failure,Overheating,1047.49,10,1377
2022-06-23,BK2218ET,708066,Engine,Engine Failure,Engine knocking,3568.07,14,1377
2022-06-23,BK4570CK,1153886,Axle,Axle Failure,Vehicle stops,2737.3,14,879
2022-06-24,BK4570CK,1154613,Engine,Oil Leak,Oil spots,540.41,5,862
2022-06-24,BK2218ET,708803,Suspension,Shock Absorber Failure,Bumpy ride,410.09,9,998
2022-06-24,BK4570CK,1154613,Axle,Axle Failure,Vehicle stops,2055.9,17,862
2022-06-24,BK9057HC,862155,Transmission,Gearbox Failure,Grinding noise,2164.03,14,615
2022-06-24,BK9057HC,862155,Brakes,Brake Pad Wear,Squeaking noise,181.43,1,615
2022-06-24,BK9057HC,862155,Suspension,Shock Absorber Failure,Bumpy ride,788.23,6,615
2022-06-24,BK2218ET,708803,Engine,Engine Failure,Engine knocking,2828.69,27,998
2022-06-24,BK4570CK,1154613,Axle,Spring Breakage,Unusual noises,621.96,5,862
2022-06-25,BK4570CK,1155340,Axle,Differential Failure,Grinding noise,1318.45,11,975
2022-06-25,BK9057HC,862900,Axle,Spring Breakage,Unusual noises,554.44,2,1308
2022-06-25,BK4570CK,1155340,Transmission,Transmission Failure,Slipping gears,5023.71,22,975
2022-06-25,BK9057HC,862900,Transmission,Clutch Failure,Difficulty shifting,895.68,5,1308
2022-06-25,BK4570CK,1155340,Transmission,Gearbox Failure,Grinding noise,2530.7,18,975
2022-06-25,BK4570CK,1155340,Engine,Turbo Failure,Whistling noise,1557.51,8,975
2022-06-25,BK9057HC,862900,Axle,Axle Failure,Vehicle stops,2038.23,20,1308
2022-06-25,BK9057HC,862900,Engine,Turbo Failure,Whistling noise,1748.38,12,1308
2022-06-25,BK4570CK,1155340,Electrical,Battery Failure,Engine won’t start,274.43,1,975
2022-06-25,BK2218ET,709540,Suspension,Ball Joint Failure,Clunking noise,486.55,4,553
2022-06-25,BK2218ET,709540,Electrical,Starter Motor Failure,Clicking noise,335.21,2,553
2022-06-26,BK4570CK,1156067,Engine,Oil Leak,Oil spots,710.17,5,875
2022-06-26,BK2218ET,710277,Suspension,Ball Joint Failure,Clunking noise,592.12,3,593
2022-06-26,BK2218ET,710277,Axle,Axle Failure,Vehicle stops,2718.66,18,593
2022-06-26,BK2218ET,710277,Axle,Differential Failure,Grinding noise,1591.48,10,593
2022-06-26,BK4570CK,1156067,Brakes,Brake Pad Wear,Squeaking noise,249.29,1,875
2022-06-26,BK4570CK,1156067,Suspension,Shock Absorber Failure,Bumpy ride,825.99,5,875
2022-06-26,BK9057HC,863645,Axle,Differential Failure,Grinding noise,1867.29,7,831
2022-06-27,BK9057HC,864390,Engine,Engine Failure,Engine knocking,3466.88,24,1089
2022-06-27,BK9057HC,864390,Axle,Axle Failure,Vehicle stops,2249.95,14,1089
2022-06-27,BK2218ET,711014,Electrical,Battery Failure,Engine won’t start,278.85,2,1409
2022-06-27,BK4570CK,1156794,Brakes,Brake Fluid Leak,Soft brake pedal,383.06,5,995
2022-06-28,BK2218ET,711751,Brakes,Brake Fluid Leak,Soft brake pedal,265.92,3,842
2022-06-28,BK4570CK,1157521,Engine,Oil Leak,Oil spots,652.67,4,570
2022-06-28,BK4570CK,1157521,Suspension,Ball Joint Failure,Clunking noise,580.59,4,570
2022-06-28,BK2218ET,711751,Electrical,Starter Motor Failure,Clicking noise,342.84,1,842
2022-06-28,BK9057HC,865135,Suspension,Shock Absorber Failure,Bumpy ride,520.62,6,523
2022-06-28,BK9057HC,865135,Electrical,Alternator Failure,Battery warning light,259.14,1,523
2022-06-28,BK9057HC,865135,Brakes,Brake Pad Wear,Squeaking noise,238.46,2,523
2022-06-28,BK4570CK,1157521,Electrical,Battery Failure,Engine won’t start,259.96,1,570
2022-06-28,BK9057HC,865135,Engine,Radiator Failure,Overheating,1055.5,10,523
2022-06-29,BK9057HC,865880,Electrical,Alternator Failure,Battery warning light,353.92,3,1306
2022-06-29,BK4570CK,1158248,Brakes,Brake Fluid Leak,Soft brake pedal,311.4,2,565
2022-06-29,BK4570CK,1158248,Electrical,Alternator Failure,Battery warning light,298.25,2,565
2022-06-29,BK4570CK,1158248,Transmission,Clutch Failure,Difficulty shifting,1420.83,3,565
2022-06-29,BK9057HC,865880,Axle,Differential Failure,Grinding noise,1273.7,7,1306
2022-06-30,BK9057HC,866625,Brakes,Brake Pad Wear,Squeaking noise,159.55,1,799
2022-06-30,BK9057HC,866625,Engine,Oil Leak,Oil spots,1497.74,5,799
2022-06-30,BK4570CK,1158975,Brakes,Brake Fluid Leak,Soft brake pedal,408.98,3,523
2022-06-30,BK4570CK,1158975,Transmission,Gearbox Failure,Grinding noise,2780.02,17,523
2022-06-30,BK4570CK,1158975,Engine,Engine Failure,Engine knocking,4889.29,17,523
2022-06-30,BK2218ET,713225,Engine,Engine Failure,Engine knocking,3398.36,14,983
2022-06-30,BK2218ET,713225,Brakes,Brake Line Failure,Brake warning light,421.78,2,983
2022-06-30,BK9057HC,866625,Suspension,Shock Absorber Failure,Bumpy ride,440.06,10,799
2022-07-01,BK9057HC,867370,Axle,Spring Breakage,Unusual noises,627.57,2,885
2022-07-01,BK9057HC,867370,Transmission,Transmission Failure,Slipping gears,3960.77,30,885
2022-07-01,BK9057HC,867370,Electrical,Battery Failure,Engine won’t start,283.72,1,885
2022-07-01,BK9057HC,867370,Brakes,Brake Line Failure,Brake warning light,348.84,3,885
2022-07-01,BK4570CK,1159702,Suspension,Ball Joint Failure,Clunking noise,475.75,2,558
2022-07-01,BK2218ET,713962,Electrical,Battery Failure,Engine won’t start,199.55,2,1227
2022-07-01,BK2218ET,713962,Brakes,Brake Pad Wear,Squeaking noise,164.75,2,1227
2022-07-02,BK4570CK,1160429,Engine,Oil Leak,Oil spots,1238.78,3,1151
2022-07-02,BK4570CK,1160429,Brakes,Brake Fluid Leak,Soft brake pedal,299.77,3,1151
2022-07-02,BK4570CK,1160429,Electrical,Battery Failure,Engine won’t start,178.03,2,1151
2022-07-02,BK4570CK,1160429,Suspension,Ball Joint Failure,Clunking noise,391.28,3,1151
2022-07-02,BK2218ET,714699,Electrical,Alternator Failure,Battery warning light,365.64,2,1458
2022-07-02,BK2218ET,714699,Electrical,Battery Failure,Engine won’t start,117.74,2,1458
2022-07-02,BK9057HC,868115,Brakes,Brake Pad Wear,Squeaking noise,217.4,2,512
2022-07-02,BK2218ET,714699,Engine,Oil Leak,Oil spots,931.26,6,1458
2022-07-02,BK2218ET,714699,Engine,Turbo Failure,Whistling noise,1519.82,11,1458
2022-07-02,BK2218ET,714699,Brakes,Brake Pad Wear,Squeaking noise,283.09,1,1458
2022-07-03,BK4570CK,1161156,Engine,Engine Failure,Engine knocking,2714.92,20,1491
2022-07-03,BK2218ET,715436,Transmission,Gearbox Failure,Grinding noise,3770.79,11,1188
2022-07-03,BK2218ET,715436,Electrical,Battery Failure,Engine won’t start,215.99,2,1188
2022-07-03,BK9057HC,868860,Brakes,Brake Fluid Leak,Soft brake pedal,472.22,4,1217
2022-07-03,BK9057HC,868860,Brakes,Brake Pad Wear,Squeaking noise,291.46,2,1217
2022-07-03,BK9057HC,868860,Engine,Radiator Failure,Overheating,1948.93,7,1217
2022-07-03,BK9057HC,868860,Engine,Engine Failure,Engine knocking,3811.76,18,1217
2022-07-03,BK4570CK,1161156,Electrical,Battery Failure,Engine won’t start,294.83,1,1491
2022-07-04,BK4570CK,1161883,Transmission,Transmission Failure,Slipping gears,4250.1,16,869
2022-07-04,BK9057HC,869605,Engine,Engine Failure,Engine knocking,2411.96,21,1474
2022-07-04,BK2218ET,716173,Brakes,Brake Fluid Leak,Soft brake pedal,242.77,3,1361
2022-07-04,BK4570CK,1161883,Axle,Spring Breakage,Unusual noises,651.82,5,869
2022-07-05,BK9057HC,870350,Suspension,Shock Absorber Failure,Bumpy ride,907.68,10,1407
2022-07-05,BK9057HC,870350,Electrical,Alternator Failure,Battery warning light,377.35,1,1407
2022-07-05,BK9057HC,870350,Axle,Axle Failure,Vehicle stops,2037.46,16,1407
2022-07-05,BK9057HC,870350,Engine,Oil Leak,Oil spots,1126.9,6,1407
2022-07-05,BK2218ET,716910,Engine,Turbo Failure,Whistling noise,1532.37,14,923
2022-07-05,BK4570CK,1162610,Electrical,Battery Failure,Engine won’t start,233.27,2,996
2022-07-05,BK4570CK,1162610,Axle,Differential Failure,Grinding noise,1932.05,12,996
2022-07-05,BK4570CK,1162610,Engine,Turbo Failure,Whistling noise,2805.83,14,996
2022-07-05,BK4570CK,1162610,Engine,Engine Failure,Engine knocking,4470.11,28,996
2022-07-05,BK4570CK,1162610,Electrical,Starter Motor Failure,Clicking noise,191.93,2,996
2022-07-05,BK2218ET,716910,Engine,Engine Failure,Engine knocking,2564.85,16,923
2022-07-06,BK2218ET,717647,Brakes,Brake Line Failure,Brake warning light,482.59,1,1070
2022-07-06,BK2218ET,717647,Suspension,Ball Joint Failure,Clunking noise,401.72,2,1070
2022-07-06,BK2218ET,717647,Engine,Turbo Failure,Whistling noise,1724.44,8,1070
2022-07-06,BK9057HC,871095,Brakes,Brake Fluid Leak,Soft brake pedal,329.78,5,1342
2022-07-06,BK4570CK,1163337,Electrical,Alternator Failure,Battery warning light,300.97,2,724
2022-07-06,BK9057HC,871095,Electrical,Starter Motor Failure,Clicking noise,186.94,2,1342
2022-07-07,BK9057HC,871840,Suspension,Shock Absorber Failure,Bumpy ride,868.14,9,1085
2022-07-07,BK4570CK,1164064,Electrical,Starter Motor Failure,Clicking noise,306.82,1,521
2022-07-07,BK4570CK,1164064,Suspension,Ball Joint Failure,Clunking noise,494.05,4,521
2022-07-07,BK9057HC,871840,Transmission,Transmission Failure,Slipping gears,5432.29,28,1085
2022-07-08,BK9057HC,872585,Engine,Oil Leak,Oil spots,1277.05,7,1420
2022-07-08,BK9057HC,872585,Axle,Differential Failure,Grinding noise,1326.14,9,1420
2022-07-08,BK4570CK,1164791,Electrical,Battery Failure,Engine won’t start,256.81,2,1018
2022-07-08,BK9057HC,872585,Brakes,Brake Fluid Leak,Soft brake pedal,317.43,2,1420
2022-07-08,BK4570CK,1164791,Engine,Oil Leak,Oil spots,1488.47,6,1018
2022-07-08,BK4570CK,1164791,Transmission,Clutch Failure,Difficulty shifting,1002.57,4,1018
2022-07-08,BK2218ET,719121,Engine,Turbo Failure,Whistling noise,2961.92,10,1295
2022-07-08,BK4570CK,1164791,Electrical,Alternator Failure,Battery warning light,467.94,3,1018
2022-07-08,BK2218ET,719121,Axle,Differential Failure,Grinding noise,1644.0,13,1295
2022-07-09,BK4570CK,1165518,Electrical,Battery Failure,Engine won’t start,102.54,2,644
2022-07-09,BK2218ET,719858,Engine,Turbo Failure,Whistling noise,2211.71,10,1463
2022-07-10,BK4570CK,1166245,Electrical,Alternator Failure,Battery warning light,376.55,2,1493
2022-07-10,BK9057HC,874075,Axle,Differential Failure,Grinding noise,1383.24,10,758
2022-07-10,BK9057HC,874075,Suspension,Ball Joint Failure,Clunking noise,392.41,2,758
2022-07-10,BK4570CK,1166245,Brakes,Brake Pad Wear,Squeaking noise,157.9,1,1493
2022-07-10,BK4570CK,1166245,Engine,Turbo Failure,Whistling noise,2519.36,14,1493
2022-07-10,BK4570CK,1166245,Engine,Engine Failure,Engine knocking,3352.85,27,1493
2022-07-10,BK2218ET,720595,Axle,Differential Failure,Grinding noise,1987.12,13,1375
2022-07-10,BK2218ET,720595,Electrical,Alternator Failure,Battery warning light,383.15,2,1375
2022-07-10,BK4570CK,1166245,Brakes,Brake Fluid Leak,Soft brake pedal,382.68,2,1493
2022-07-11,BK2218ET,721332,Engine,Radiator Failure,Overheating,1187.73,6,725
